review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
"not only does spider-man deliver , but i suspect it might deliver again and again .",4,very positive,VERY POSITIVE,POSITIVE,0.477888822555542
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",1,negative,NEGATIVE,NEGATIVE,0.5629496574401855
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,very negative,VERY NEGATIVE,NEGATIVE,0.674785852432251
contrived pastiche of caper clichés .,1,negative,NEGATIVE,NEGATIVE,0.42200398445129395
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5292952060699463
"you end up simply admiring this bit or that , this performance or that .",2,neutral,NEUTRAL,UNKNOWN,0.5222575664520264
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5675559043884277
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",4,very positive,VERY POSITIVE,POSITIVE,0.6549892425537109
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,2,neutral,NEUTRAL,POSITIVE,0.6716692447662354
"it 's a square , sentimental drama that satisfies , as comfort food often can .",3,positive,POSITIVE,POSITIVE,0.49051642417907715
"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4,very positive,VERY POSITIVE,POSITIVE,0.5178656578063965
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6192443370819092
but the movie that does n't really deliver for country music fans or for family audiences,0,very negative,VERY NEGATIVE,NEGATIVE,0.4739406108856201
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",4,very positive,VERY POSITIVE,POSITIVE,0.5689246654510498
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4840962886810303
warmed-over hash .,2,neutral,NEUTRAL,NEGATIVE,0.3778963088989258
a flawed but engrossing thriller .,3,positive,POSITIVE,POSITIVE,0.42298388481140137
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",3,positive,POSITIVE,POSITIVE,0.5308737754821777
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,3,positive,POSITIVE,POSITIVE,0.476485013961792
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",2,neutral,NEUTRAL,UNKNOWN,0.6196658611297607
"it may not be history -- but then again , what if it is ?",2,neutral,NEUTRAL,UNKNOWN,0.46880531311035156
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",3,positive,POSITIVE,POSITIVE,0.541417121887207
"may be more genial than ingenious , but it gets the job done .",3,positive,POSITIVE,UNKNOWN,0.46007204055786133
"bacon keeps things interesting , but do n't go out of your way to pay full price .",2,neutral,NEUTRAL,UNKNOWN,0.5330677032470703
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",0,very negative,VERY NEGATIVE,NEGATIVE,0.676372766494751
this is an interesting movie ! '',4,very positive,VERY POSITIVE,POSITIVE,0.4457225799560547
give credit to everyone from robinson down to the key grip that this bold move works .,4,very positive,VERY POSITIVE,POSITIVE,0.49721550941467285
` opening up ' the play more has partly closed it down .,1,negative,NEGATIVE,UNKNOWN,0.4792323112487793
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,very negative,VERY NEGATIVE,NEGATIVE,0.4850633144378662
takes a simple premise and carries it to unexpected heights .,4,very positive,VERY POSITIVE,POSITIVE,0.5627853870391846
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1,negative,NEGATIVE,NEGATIVE,0.9238572120666504
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",3,positive,POSITIVE,POSITIVE,0.7129867076873779
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,very negative,VERY NEGATIVE,NEGATIVE,0.7789857387542725
i have to admit that i am baffled by jason x.,1,negative,NEGATIVE,UNKNOWN,0.6327073574066162
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",4,very positive,VERY POSITIVE,POSITIVE,0.7119338512420654
the movie is so thoughtlessly assembled .,3,positive,POSITIVE,NEGATIVE,0.5613255500793457
the most anti-human big studio picture since 3000 miles to graceland .,2,neutral,NEUTRAL,NEGATIVE,0.5691056251525879
more good than great but freeman and judd make it work .,3,positive,POSITIVE,UNKNOWN,0.6551735401153564
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,4,very positive,VERY POSITIVE,POSITIVE,0.6268875598907471
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,POSITIVE,0.8933925628662109
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,POSITIVE,1.073909044265747
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,POSITIVE,0.7135334014892578
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,POSITIVE,0.6413776874542236
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5970582962036133
... overly melodramatic ...,0,very negative,VERY NEGATIVE,NEGATIVE,0.40830159187316895
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,POSITIVE,0.5842196941375732
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5933189392089844
if only there were one for this kind of movie .,2,neutral,NEUTRAL,UNKNOWN,0.4641997814178467
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,POSITIVE,0.6465089321136475
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,0.3722391128540039
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,UNKNOWN,0.4643857479095459
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,POSITIVE,0.48085665702819824
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,NEGATIVE,0.580439567565918
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,POSITIVE,0.5594699382781982
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,POSITIVE,0.4884324073791504
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,POSITIVE,0.4744234085083008
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEGATIVE,0.42823076248168945
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,NEGATIVE,0.6904091835021973
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,POSITIVE,0.5261743068695068
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,0.6805472373962402
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5860030651092529
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,POSITIVE,0.4625058174133301
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,NEGATIVE,0.4800143241882324
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,POSITIVE,0.48015666007995605
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,UNKNOWN,0.5196504592895508
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,NEGATIVE,0.5289132595062256
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4761159420013428
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,NEGATIVE,0.6843845844268799
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,UNKNOWN,0.5214014053344727
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,UNKNOWN,0.5175938606262207
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,NEGATIVE,0.541008710861206
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,0.43462681770324707
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,UNKNOWN,0.46279358863830566
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,POSITIVE,0.5304975509643555
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,NEGATIVE,0.532052755355835
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,NEGATIVE,0.4279787540435791
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,0.4834108352661133
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,NEGATIVE,0.42723560333251953
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,0.4234964847564697
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,POSITIVE,0.524606466293335
cynics need not apply . ',2,neutral,NEUTRAL,NEGATIVE,0.4272737503051758
this is no `` waterboy ! '',1,negative,NEGATIVE,NEGATIVE,0.4267294406890869
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5670187473297119
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,NEGATIVE,0.4952375888824463
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEGATIVE,0.4855020046234131
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,NEGATIVE,0.724712610244751
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,NEGATIVE,0.4600796699523926
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5743789672851562
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,UNKNOWN,0.5754673480987549
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,POSITIVE,0.5670530796051025
a lame comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,0.3771796226501465
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,NEGATIVE,0.42650318145751953
earnest but heavy-handed .,2,neutral,NEUTRAL,UNKNOWN,0.44379448890686035
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5689563751220703
but ` why ? ',2,neutral,NEUTRAL,UNKNOWN,0.47995710372924805
now he makes them .,2,neutral,NEUTRAL,UNKNOWN,0.4281189441680908
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,POSITIVE,0.4828779697418213
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5573515892028809
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,NEGATIVE,0.5531876087188721
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4283287525177002
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,NEGATIVE,0.580329179763794
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,0.47577452659606934
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,POSITIVE,0.6787393093109131
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,NEGATIVE,0.4817681312561035
this is amusing for about three minutes .,2,neutral,NEUTRAL,POSITIVE,0.42851686477661133
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,POSITIVE,0.5360124111175537
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4238588809967041
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,NEGATIVE,0.5226726531982422
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,POSITIVE,0.7022500038146973
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,POSITIVE,0.44832825660705566
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,NEGATIVE,0.4858231544494629
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,POSITIVE,0.5725901126861572
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,POSITIVE,0.56858229637146
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,NEGATIVE,0.4820833206176758
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4344916343688965
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,0.6838195323944092
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,NEGATIVE,0.4849131107330322
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7291665077209473
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,NEGATIVE,0.49593019485473633
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,POSITIVE,0.5683994293212891
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,NEGATIVE,0.5857765674591064
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,NEGATIVE,0.5908501148223877
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,POSITIVE,0.5844905376434326
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,UNKNOWN,0.6276531219482422
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,UNKNOWN,0.5306220054626465
"the movie is well done , but slow .",1,negative,NEGATIVE,UNKNOWN,0.47366857528686523
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,0.4327847957611084
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,POSITIVE,0.6341829299926758
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,NEGATIVE,0.4945797920227051
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,POSITIVE,0.46378254890441895
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,NEGATIVE,0.536773681640625
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,POSITIVE,0.5036303997039795
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,0.45297813415527344
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,POSITIVE,0.4841024875640869
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6867692470550537
a portrait of an artist .,2,neutral,NEUTRAL,UNKNOWN,0.4216618537902832
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,0.5439527034759521
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,POSITIVE,0.6924092769622803
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,POSITIVE,0.6465108394622803
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,POSITIVE,0.5846378803253174
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,UNKNOWN,0.6092619895935059
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,UNKNOWN,0.6496975421905518
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,POSITIVE,0.6081798076629639
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,0.5974199771881104
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,NEGATIVE,0.699927568435669
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEGATIVE,0.6694760322570801
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,0.547046422958374
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,0.4576864242553711
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,NEGATIVE,0.556018590927124
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,0.5250554084777832
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEGATIVE,0.43455982208251953
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,0.6104953289031982
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,NEGATIVE,0.5526459217071533
"funny , though .",2,neutral,NEUTRAL,POSITIVE,0.4037327766418457
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5604808330535889
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,POSITIVE,0.47104334831237793
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,POSITIVE,0.5297667980194092
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,POSITIVE,0.5359542369842529
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,0.44696903228759766
otto-sallies has a real filmmaker 's eye .,3,positive,POSITIVE,POSITIVE,0.4533498287200928
"as self-aware movies go , who is cletis tout ?",2,neutral,NEUTRAL,UNKNOWN,0.510653018951416
"are monsters born , or made ?",2,neutral,NEUTRAL,UNKNOWN,0.4729597568511963
