review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6197373867034912
final verdict : you 've seen it all before .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4364745616912842
the master of disguise is awful .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5557785034179688
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6441633701324463
there 's not one decent performance from the cast and not one clever line of dialogue .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5789687633514404
stay away .,0,very negative,VERY NEGATIVE,NEGATIVE,0.44873666763305664
"the plot has a number of holes , and at times it 's simply baffling .",1,negative,NEGATIVE,NEGATIVE,0.5687272548675537
"an inexperienced director , mehta has much to learn .",1,negative,NEGATIVE,NEGATIVE,0.4473299980163574
"not only does spider-man deliver , but i suspect it might deliver again and again .",4,very positive,VERY POSITIVE,POSITIVE,0.5566880702972412
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",1,negative,NEGATIVE,VERY NEGATIVE,0.6686391830444336
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8362925052642822
contrived pastiche of caper clichés .,1,negative,NEGATIVE,NEGATIVE,0.4786226749420166
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6316595077514648
"you end up simply admiring this bit or that , this performance or that .",2,neutral,NEUTRAL,NEUTRAL,0.5965008735656738
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6066169738769531
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.76041579246521
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,2,neutral,NEUTRAL,POSITIVE,0.7321712970733643
"it 's a square , sentimental drama that satisfies , as comfort food often can .",3,positive,POSITIVE,POSITIVE,0.5328757762908936
"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4,very positive,VERY POSITIVE,POSITIVE,0.6710078716278076
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7537205219268799
but the movie that does n't really deliver for country music fans or for family audiences,0,very negative,VERY NEGATIVE,NEUTRAL,0.5724048614501953
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6723546981811523
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6009500026702881
warmed-over hash .,2,neutral,NEUTRAL,NEGATIVE,0.4772622585296631
a flawed but engrossing thriller .,3,positive,POSITIVE,POSITIVE,0.5123767852783203
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",3,positive,POSITIVE,POSITIVE,0.6045098304748535
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,3,positive,POSITIVE,POSITIVE,0.6073312759399414
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",2,neutral,NEUTRAL,NEUTRAL,0.8019840717315674
"it may not be history -- but then again , what if it is ?",2,neutral,NEUTRAL,NEUTRAL,0.5860507488250732
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",3,positive,POSITIVE,POSITIVE,0.6541321277618408
"may be more genial than ingenious , but it gets the job done .",3,positive,POSITIVE,POSITIVE,0.5292515754699707
"bacon keeps things interesting , but do n't go out of your way to pay full price .",2,neutral,NEUTRAL,NEUTRAL,0.6235456466674805
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7093770503997803
this is an interesting movie ! '',4,very positive,VERY POSITIVE,POSITIVE,0.48626065254211426
give credit to everyone from robinson down to the key grip that this bold move works .,4,very positive,VERY POSITIVE,POSITIVE,0.5469262599945068
` opening up ' the play more has partly closed it down .,1,negative,NEGATIVE,NEUTRAL,0.5910654067993164
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5610499382019043
takes a simple premise and carries it to unexpected heights .,4,very positive,VERY POSITIVE,POSITIVE,0.486466646194458
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1,negative,NEGATIVE,NEGATIVE,0.8164072036743164
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",3,positive,POSITIVE,POSITIVE,0.6429703235626221
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6341006755828857
i have to admit that i am baffled by jason x.,1,negative,NEGATIVE,NEUTRAL,0.5754926204681396
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",4,very positive,VERY POSITIVE,POSITIVE,0.6556782722473145
the movie is so thoughtlessly assembled .,3,positive,POSITIVE,NEGATIVE,0.49039196968078613
the most anti-human big studio picture since 3000 miles to graceland .,2,neutral,NEUTRAL,VERY NEGATIVE,0.605318546295166
more good than great but freeman and judd make it work .,3,positive,POSITIVE,POSITIVE,0.5560946464538574
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,4,very positive,VERY POSITIVE,POSITIVE,0.6611001491546631
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,POSITIVE,0.7251040935516357
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,POSITIVE,0.9137451648712158
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7459003925323486
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,POSITIVE,0.702033519744873
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7262096405029297
... overly melodramatic ...,0,very negative,VERY NEGATIVE,NEGATIVE,0.4495112895965576
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6396279335021973
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7193813323974609
if only there were one for this kind of movie .,2,neutral,NEUTRAL,NEGATIVE,0.49770259857177734
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7393693923950195
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,0.49191927909851074
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,NEUTRAL,0.5920557975769043
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,POSITIVE,0.6017360687255859
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7052812576293945
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,NEUTRAL,0.6592626571655273
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,POSITIVE,0.5691084861755371
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,POSITIVE,0.5524647235870361
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEUTRAL,0.6101090908050537
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,NEGATIVE,0.8311867713928223
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,POSITIVE,0.673330545425415
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,0.7206780910491943
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7102522850036621
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,VERY POSITIVE,0.5993833541870117
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,VERY POSITIVE,0.6528041362762451
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,VERY POSITIVE,0.6478235721588135
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,NEUTRAL,0.6921505928039551
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,VERY NEGATIVE,0.655308723449707
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5598711967468262
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,POSITIVE,0.8365473747253418
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,POSITIVE,0.6331596374511719
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,POSITIVE,0.5536184310913086
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,NEGATIVE,0.6683051586151123
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,0.5067539215087891
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,NEUTRAL,0.5400853157043457
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,POSITIVE,0.644096851348877
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,POSITIVE,0.6109392642974854
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,NEGATIVE,0.5641732215881348
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,0.5754354000091553
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,NEGATIVE,0.524106502532959
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,0.5159857273101807
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,POSITIVE,0.6533389091491699
cynics need not apply . ',2,neutral,NEUTRAL,POSITIVE,0.529376745223999
this is no `` waterboy ! '',1,negative,NEGATIVE,NEGATIVE,0.5207774639129639
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7426326274871826
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,NEGATIVE,0.5439262390136719
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEUTRAL,0.6131491661071777
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.844796895980835
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,NEGATIVE,0.5880782604217529
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,NEUTRAL,0.8134851455688477
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,NEUTRAL,0.7694170475006104
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,POSITIVE,0.7307367324829102
a lame comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4321138858795166
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,NEUTRAL,0.6424686908721924
earnest but heavy-handed .,2,neutral,NEUTRAL,NEGATIVE,0.5130288600921631
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,0.699134111404419
but ` why ? ',2,neutral,NEUTRAL,NEUTRAL,0.585169792175293
now he makes them .,2,neutral,NEUTRAL,POSITIVE,0.5311367511749268
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6388590335845947
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6161742210388184
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,NEGATIVE,0.6732854843139648
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5605065822601318
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7965457439422607
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,0.6252522468566895
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,POSITIVE,0.8645808696746826
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5986721515655518
this is amusing for about three minutes .,2,neutral,NEUTRAL,POSITIVE,0.5396480560302734
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,POSITIVE,0.7050611972808838
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.579714298248291
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,VERY NEGATIVE,0.7499940395355225
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,POSITIVE,0.7920632362365723
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,POSITIVE,0.603987455368042
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6321475505828857
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,POSITIVE,0.6643333435058594
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7037317752838135
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7230288982391357
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5903348922729492
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,0.8252558708190918
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,NEGATIVE,0.5930652618408203
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7994575500488281
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,NEGATIVE,0.6366498470306396
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6903994083404541
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,NEGATIVE,0.7775616645812988
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,NEUTRAL,0.771230936050415
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,VERY NEGATIVE,0.7842938899993896
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,NEUTRAL,0.7450065612792969
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,NEUTRAL,0.7049531936645508
"the movie is well done , but slow .",1,negative,NEGATIVE,POSITIVE,0.5370063781738281
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,0.5341737270355225
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,POSITIVE,0.7259922027587891
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,NEGATIVE,0.5955910682678223
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,POSITIVE,0.5186519622802734
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,NEGATIVE,0.6305062770843506
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,POSITIVE,0.503838062286377
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,0.5873868465423584
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,POSITIVE,0.6684443950653076
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,NEGATIVE,0.8857131004333496
a portrait of an artist .,2,neutral,NEUTRAL,NEUTRAL,0.5712273120880127
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEUTRAL,0.6805191040039062
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7112817764282227
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,POSITIVE,0.7838716506958008
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6901977062225342
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,NEUTRAL,0.7231717109680176
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,NEUTRAL,0.754540205001831
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,POSITIVE,0.7634739875793457
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,0.6878714561462402
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6697525978088379
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEGATIVE,0.7358264923095703
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,0.6797432899475098
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,0.5221433639526367
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6214373111724854
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,0.5985345840454102
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEUTRAL,0.5757348537445068
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,0.7388026714324951
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,NEGATIVE,0.7072932720184326
"funny , though .",2,neutral,NEUTRAL,POSITIVE,0.5305430889129639
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5227773189544678
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6595425605773926
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,0.651113748550415
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,POSITIVE,0.6796033382415771
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,0.5939986705780029
