review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
stay away .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5514461994171143
"the plot has a number of holes , and at times it 's simply baffling .",1,negative,NEGATIVE,NEGATIVE,0.6468024253845215
"an inexperienced director , mehta has much to learn .",1,negative,NEGATIVE,NEGATIVE,0.5857453346252441
"not only does spider-man deliver , but i suspect it might deliver again and again .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7061867713928223
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",1,negative,NEGATIVE,VERY NEGATIVE,0.7262711524963379
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.9737775325775146
contrived pastiche of caper clichés .,1,negative,NEGATIVE,NEGATIVE,0.5314605236053467
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6766202449798584
"you end up simply admiring this bit or that , this performance or that .",2,neutral,NEUTRAL,POSITIVE,0.6152980327606201
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6938421726226807
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8576498031616211
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,2,neutral,NEUTRAL,VERY POSITIVE,0.8161308765411377
"it 's a square , sentimental drama that satisfies , as comfort food often can .",3,positive,POSITIVE,POSITIVE,0.6303832530975342
"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4,very positive,VERY POSITIVE,POSITIVE,0.7587871551513672
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8360674381256104
but the movie that does n't really deliver for country music fans or for family audiences,0,very negative,VERY NEGATIVE,NEGATIVE,0.6390573978424072
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7449939250946045
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0,very negative,VERY NEGATIVE,NEGATIVE,0.689279317855835
warmed-over hash .,2,neutral,NEUTRAL,NEGATIVE,0.5271105766296387
a flawed but engrossing thriller .,3,positive,POSITIVE,POSITIVE,0.5572514533996582
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",3,positive,POSITIVE,POSITIVE,0.6851778030395508
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,3,positive,POSITIVE,POSITIVE,0.6244862079620361
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",2,neutral,NEUTRAL,NEGATIVE,0.8528416156768799
"it may not be history -- but then again , what if it is ?",2,neutral,NEUTRAL,NEUTRAL,0.6370089054107666
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",3,positive,POSITIVE,POSITIVE,0.6902518272399902
"may be more genial than ingenious , but it gets the job done .",3,positive,POSITIVE,POSITIVE,0.5726902484893799
"bacon keeps things interesting , but do n't go out of your way to pay full price .",2,neutral,NEUTRAL,POSITIVE,0.6281397342681885
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7660589218139648
this is an interesting movie ! '',4,very positive,VERY POSITIVE,POSITIVE,0.5142738819122314
give credit to everyone from robinson down to the key grip that this bold move works .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6756453514099121
` opening up ' the play more has partly closed it down .,1,negative,NEGATIVE,NEUTRAL,0.6203751564025879
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6255426406860352
takes a simple premise and carries it to unexpected heights .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.5528156757354736
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1,negative,NEGATIVE,NEGATIVE,0.8546974658966064
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",3,positive,POSITIVE,POSITIVE,0.6922664642333984
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,very negative,VERY NEGATIVE,NEGATIVE,0.641533374786377
i have to admit that i am baffled by jason x.,1,negative,NEGATIVE,NEUTRAL,0.7171521186828613
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",4,very positive,VERY POSITIVE,POSITIVE,0.7192432880401611
the movie is so thoughtlessly assembled .,3,positive,POSITIVE,NEGATIVE,0.5105071067810059
the most anti-human big studio picture since 3000 miles to graceland .,2,neutral,NEUTRAL,VERY NEGATIVE,0.6170716285705566
more good than great but freeman and judd make it work .,3,positive,POSITIVE,POSITIVE,0.5789246559143066
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,4,very positive,VERY POSITIVE,POSITIVE,0.729123592376709
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,VERY POSITIVE,0.7838935852050781
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,POSITIVE,0.976489782333374
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6989967823028564
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,POSITIVE,0.7835767269134521
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7695357799530029
... overly melodramatic ...,0,very negative,VERY NEGATIVE,NEGATIVE,0.5432662963867188
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7565836906433105
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7510287761688232
if only there were one for this kind of movie .,2,neutral,NEUTRAL,NEGATIVE,0.5936286449432373
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8605854511260986
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5993521213531494
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,POSITIVE,0.5900378227233887
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,POSITIVE,0.6945338249206543
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7606847286224365
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,NEUTRAL,0.674893856048584
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,POSITIVE,0.6238546371459961
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,POSITIVE,0.6306679248809814
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEGATIVE,0.7040002346038818
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,NEGATIVE,0.9248130321502686
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,POSITIVE,0.7221393585205078
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,0.8304133415222168
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7043750286102295
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,VERY POSITIVE,0.633267879486084
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,POSITIVE,0.7022230625152588
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,POSITIVE,0.6231153011322021
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,POSITIVE,0.6630167961120605
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,NEGATIVE,0.6596026420593262
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6268692016601562
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,POSITIVE,0.9207971096038818
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,POSITIVE,0.6239047050476074
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,POSITIVE,0.6131188869476318
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,NEGATIVE,0.6645252704620361
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,0.543940544128418
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,NEUTRAL,0.554680347442627
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,POSITIVE,0.6417827606201172
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,POSITIVE,0.6442568302154541
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,NEGATIVE,0.5923657417297363
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,0.6090431213378906
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5808374881744385
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,0.5275530815124512
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,POSITIVE,0.6486866474151611
cynics need not apply . ',2,neutral,NEUTRAL,NEGATIVE,0.5071268081665039
this is no `` waterboy ! '',1,negative,NEGATIVE,VERY NEGATIVE,0.5642995834350586
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.710914134979248
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,NEGATIVE,0.6179730892181396
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6181528568267822
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8360085487365723
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,NEGATIVE,0.6241023540496826
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,NEGATIVE,0.797677755355835
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,POSITIVE,0.7371232509613037
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,POSITIVE,0.7496576309204102
a lame comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4597504138946533
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,NEUTRAL,0.663844108581543
earnest but heavy-handed .,2,neutral,NEUTRAL,NEGATIVE,0.5224997997283936
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7517852783203125
but ` why ? ',2,neutral,NEUTRAL,NEUTRAL,0.5640342235565186
now he makes them .,2,neutral,NEUTRAL,POSITIVE,0.5445070266723633
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6469390392303467
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6516373157501221
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,POSITIVE,0.645355224609375
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5781254768371582
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7696332931518555
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,0.6083712577819824
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,POSITIVE,0.8927187919616699
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,NEGATIVE,0.58445143699646
this is amusing for about three minutes .,2,neutral,NEUTRAL,NEGATIVE,0.5285446643829346
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,POSITIVE,0.7020895481109619
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5584185123443604
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,VERY NEGATIVE,0.7210404872894287
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,POSITIVE,0.8319194316864014
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,POSITIVE,0.6197898387908936
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6162774562835693
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,POSITIVE,0.6611344814300537
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6801636219024658
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6933636665344238
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5916862487792969
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,0.8041565418243408
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,NEGATIVE,0.5961446762084961
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8127624988555908
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,NEGATIVE,0.589409589767456
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7310070991516113
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,NEGATIVE,0.8298044204711914
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,NEGATIVE,0.7129168510437012
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,VERY NEGATIVE,0.8108158111572266
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,NEUTRAL,0.8160896301269531
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,POSITIVE,0.6581449508666992
"the movie is well done , but slow .",1,negative,NEGATIVE,POSITIVE,0.5407955646514893
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,0.5164659023284912
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,POSITIVE,0.7725214958190918
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,VERY NEGATIVE,0.639385461807251
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,POSITIVE,0.5454304218292236
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,POSITIVE,0.6917812824249268
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,POSITIVE,0.5408282279968262
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,0.5805990695953369
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,POSITIVE,0.6960659027099609
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,NEGATIVE,0.9628438949584961
a portrait of an artist .,2,neutral,NEUTRAL,NEUTRAL,0.5764577388763428
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,0.64158034324646
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8080127239227295
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,VERY POSITIVE,0.8759453296661377
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6991772651672363
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,POSITIVE,0.6443395614624023
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,POSITIVE,0.6736321449279785
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,POSITIVE,0.7887263298034668
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,0.7507336139678955
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6553816795349121
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEUTRAL,0.695824146270752
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,0.718437910079956
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,0.5466287136077881
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.654836893081665
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,0.6260480880737305
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEGATIVE,0.5412023067474365
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,0.7354681491851807
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,NEGATIVE,0.7237932682037354
"funny , though .",2,neutral,NEUTRAL,POSITIVE,0.5351953506469727
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5374741554260254
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6432821750640869
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,0.6652836799621582
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,POSITIVE,0.670731782913208
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,0.586327075958252
