review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
i could n't recommend this film more .,3,positive,POSITIVE,VERY POSITIVE,3.9926304817199707
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.418187618255615
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",1,negative,NEGATIVE,VERY NEGATIVE,5.014570474624634
and it 's a lousy one at that .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.483574390411377
leigh makes these lives count .,3,positive,POSITIVE,VERY POSITIVE,5.438720941543579
compellingly watchable .,4,very positive,VERY POSITIVE,VERY POSITIVE,3.1111385822296143
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.804186820983887
"many shallower movies these days seem too long , but this one is egregiously short .",2,neutral,NEUTRAL,VERY NEGATIVE,4.527910947799683
most of the storylines feel like time fillers between surf shots .,0,very negative,VERY NEGATIVE,NEGATIVE,5.789738178253174
"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",3,positive,POSITIVE,NEGATIVE,2.9686388969421387
there 's no disguising this as one of the worst films of the summer .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.851982593536377
"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .",4,very positive,VERY POSITIVE,VERY POSITIVE,3.9729297161102295
a cockeyed shot all the way .,1,negative,NEGATIVE,NEGATIVE,3.156083106994629
it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,0,very negative,VERY NEGATIVE,NEGATIVE,2.8566765785217285
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,0,very negative,VERY NEGATIVE,NEGATIVE,2.7477707862854004
final verdict : you 've seen it all before .,0,very negative,VERY NEGATIVE,NEGATIVE,4.325626373291016
the master of disguise is awful .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.8231120109558105
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,4,very positive,VERY POSITIVE,VERY POSITIVE,3.9318923950195312
there 's not one decent performance from the cast and not one clever line of dialogue .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.9654362201690674
stay away .,0,very negative,VERY NEGATIVE,NEGATIVE,3.9394452571868896
"the plot has a number of holes , and at times it 's simply baffling .",1,negative,NEGATIVE,NEGATIVE,3.4614064693450928
"an inexperienced director , mehta has much to learn .",1,negative,NEGATIVE,NEGATIVE,3.0860025882720947
"not only does spider-man deliver , but i suspect it might deliver again and again .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.658539295196533
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",1,negative,NEGATIVE,VERY NEGATIVE,4.718510627746582
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.864000558853149
contrived pastiche of caper clichés .,1,negative,NEGATIVE,NEGATIVE,3.260296583175659
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.0766441822052
"you end up simply admiring this bit or that , this performance or that .",2,neutral,NEUTRAL,NEUTRAL,5.350656747817993
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.735748052597046
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",4,very positive,VERY POSITIVE,VERY POSITIVE,6.235962867736816
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,2,neutral,NEUTRAL,VERY POSITIVE,5.715266466140747
"it 's a square , sentimental drama that satisfies , as comfort food often can .",3,positive,POSITIVE,POSITIVE,3.199352741241455
"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.049989223480225
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.511906147003174
but the movie that does n't really deliver for country music fans or for family audiences,0,very negative,VERY NEGATIVE,NEGATIVE,3.3329174518585205
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.287059307098389
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.742887735366821
warmed-over hash .,2,neutral,NEUTRAL,NEGATIVE,4.3050477504730225
a flawed but engrossing thriller .,3,positive,POSITIVE,NEGATIVE,2.987605333328247
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",3,positive,POSITIVE,POSITIVE,3.9021193981170654
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,3,positive,POSITIVE,POSITIVE,3.668917179107666
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",2,neutral,NEUTRAL,NEGATIVE,6.518834829330444
"it may not be history -- but then again , what if it is ?",2,neutral,NEUTRAL,POSITIVE,3.8688535690307617
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",3,positive,POSITIVE,VERY POSITIVE,5.687334299087524
"may be more genial than ingenious , but it gets the job done .",3,positive,POSITIVE,POSITIVE,8.649989128112793
"bacon keeps things interesting , but do n't go out of your way to pay full price .",2,neutral,NEUTRAL,POSITIVE,5.272202968597412
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",0,very negative,VERY NEGATIVE,NEGATIVE,6.312317848205566
this is an interesting movie ! '',4,very positive,VERY POSITIVE,NEUTRAL,3.069150924682617
give credit to everyone from robinson down to the key grip that this bold move works .,4,very positive,VERY POSITIVE,POSITIVE,5.092272758483887
` opening up ' the play more has partly closed it down .,1,negative,NEGATIVE,NEGATIVE,2.88250994682312
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.0478508472442627
takes a simple premise and carries it to unexpected heights .,4,very positive,VERY POSITIVE,VERY POSITIVE,4.011299133300781
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1,negative,NEGATIVE,NEGATIVE,4.891406774520874
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",3,positive,POSITIVE,POSITIVE,2.630568027496338
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.59534478187561
i have to admit that i am baffled by jason x.,1,negative,NEGATIVE,NEGATIVE,5.064285039901733
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",4,very positive,VERY POSITIVE,POSITIVE,2.9868171215057373
the movie is so thoughtlessly assembled .,3,positive,POSITIVE,VERY NEGATIVE,3.8512954711914062
the most anti-human big studio picture since 3000 miles to graceland .,2,neutral,NEUTRAL,VERY NEGATIVE,5.744583368301392
more good than great but freeman and judd make it work .,3,positive,POSITIVE,POSITIVE,4.028673410415649
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,4,very positive,VERY POSITIVE,NEUTRAL,4.114471435546875
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,VERY POSITIVE,5.4987876415252686
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,POSITIVE,5.522100448608398
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.861217975616455
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,NEGATIVE,4.115957736968994
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,VERY POSITIVE,6.035895586013794
... overly melodramatic ...,0,very negative,VERY NEGATIVE,NEGATIVE,3.463061571121216
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,VERY POSITIVE,6.208211898803711
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.758067607879639
if only there were one for this kind of movie .,2,neutral,NEUTRAL,NEGATIVE,3.342083692550659
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,VERY POSITIVE,5.089118957519531
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,2.8403191566467285
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,NEUTRAL,4.57859468460083
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,VERY POSITIVE,5.671427965164185
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.367363452911377
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,POSITIVE,4.661548852920532
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,VERY POSITIVE,4.691980361938477
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,VERY POSITIVE,6.21907901763916
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEGATIVE,3.5523173809051514
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,NEGATIVE,4.825859069824219
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.956239938735962
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,3.767767906188965
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,NEGATIVE,3.2062509059906006
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,VERY POSITIVE,4.636668920516968
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,VERY NEGATIVE,7.768366575241089
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,VERY POSITIVE,4.822552680969238
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,NEUTRAL,4.098742961883545
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,VERY NEGATIVE,6.1241514682769775
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.6813271045684814
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,POSITIVE,5.219459533691406
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,VERY NEGATIVE,6.586956977844238
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,NEUTRAL,2.9532759189605713
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,NEGATIVE,4.183562994003296
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,2.718538522720337
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,NEGATIVE,3.4656591415405273
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,VERY POSITIVE,4.9775002002716064
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,NEGATIVE,3.078287124633789
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,NEGATIVE,4.572834014892578
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,2.90545392036438
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.27929162979126
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,2.779116630554199
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,VERY POSITIVE,5.175287485122681
cynics need not apply . ',2,neutral,NEUTRAL,NEGATIVE,7.32679009437561
this is no `` waterboy ! '',1,negative,NEGATIVE,POSITIVE,4.668389081954956
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.871072053909302
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,VERY NEGATIVE,4.432832479476929
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEGATIVE,5.2263503074646
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.718163967132568
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,VERY NEGATIVE,4.652237892150879
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,6.403010606765747
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,NEGATIVE,8.14372706413269
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,VERY POSITIVE,4.386622428894043
a lame comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,2.4040424823760986
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,NEUTRAL,3.238743782043457
earnest but heavy-handed .,2,neutral,NEUTRAL,NEGATIVE,2.8440351486206055
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,3.0331501960754395
but ` why ? ',2,neutral,NEUTRAL,NEGATIVE,3.099128007888794
now he makes them .,2,neutral,NEUTRAL,POSITIVE,3.0491788387298584
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,VERY POSITIVE,3.5017526149749756
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.042704820632935
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,NEGATIVE,4.119012117385864
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,NEGATIVE,3.4708468914031982
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,NEGATIVE,8.984045028686523
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,3.374223232269287
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,VERY POSITIVE,3.665379047393799
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.260287523269653
this is amusing for about three minutes .,2,neutral,NEUTRAL,POSITIVE,3.6899287700653076
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.38706111907959
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.952383518218994
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,VERY NEGATIVE,5.04623556137085
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,VERY POSITIVE,5.130714178085327
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,VERY POSITIVE,4.080098867416382
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,NEGATIVE,4.043770790100098
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,VERY POSITIVE,3.7021923065185547
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,VERY POSITIVE,5.660245418548584
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.329518795013428
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.120412588119507
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,4.682761907577515
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,NEGATIVE,4.031177759170532
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.338610649108887
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,NEGATIVE,4.383806467056274
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.58014702796936
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,NEGATIVE,4.639046669006348
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,NEGATIVE,5.219183921813965
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,VERY NEGATIVE,4.983932733535767
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,NEUTRAL,3.849782705307007
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,NEGATIVE,4.780141353607178
"the movie is well done , but slow .",1,negative,NEGATIVE,NEGATIVE,5.220755100250244
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,2.8593509197235107
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,VERY POSITIVE,5.748129367828369
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,VERY NEGATIVE,5.050730466842651
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,VERY POSITIVE,2.698721170425415
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,NEGATIVE,4.2184717655181885
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,VERY POSITIVE,3.521500587463379
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,5.034158229827881
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,VERY POSITIVE,3.950289249420166
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,NEGATIVE,7.274035692214966
a portrait of an artist .,2,neutral,NEUTRAL,NEUTRAL,3.6307263374328613
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,6.046414136886597
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,VERY POSITIVE,5.393982648849487
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,VERY POSITIVE,5.920943737030029
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,VERY POSITIVE,4.226614713668823
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,NEGATIVE,3.641367197036743
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,NEGATIVE,7.03077507019043
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,VERY POSITIVE,7.933705568313599
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,3.82812762260437
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.112228155136108
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEGATIVE,3.857391357421875
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,3.2873332500457764
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,2.782808542251587
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.578923225402832
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,4.007392406463623
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEGATIVE,5.961551904678345
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,VERY NEGATIVE,5.857174634933472
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,NEGATIVE,4.895318269729614
"funny , though .",2,neutral,NEUTRAL,NEUTRAL,5.6058104038238525
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,6.124643325805664
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,3.396606922149658
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,4.1410582065582275
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,POSITIVE,2.8592193126678467
