review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .",4,very positive,VERY POSITIVE,POSITIVE,4.593771934509277
i could n't recommend this film more .,3,positive,POSITIVE,VERY POSITIVE,3.8679325580596924
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.547612905502319
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",1,negative,NEGATIVE,NEGATIVE,4.963580131530762
and it 's a lousy one at that .,0,very negative,VERY NEGATIVE,NEGATIVE,4.63556981086731
leigh makes these lives count .,3,positive,POSITIVE,POSITIVE,4.993375778198242
compellingly watchable .,4,very positive,VERY POSITIVE,POSITIVE,4.738680362701416
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.847514390945435
"many shallower movies these days seem too long , but this one is egregiously short .",2,neutral,NEUTRAL,VERY NEGATIVE,4.038192272186279
most of the storylines feel like time fillers between surf shots .,0,very negative,VERY NEGATIVE,NEGATIVE,4.647997856140137
"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",3,positive,POSITIVE,NEGATIVE,6.225998401641846
there 's no disguising this as one of the worst films of the summer .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.0958666801452637
"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .",4,very positive,VERY POSITIVE,POSITIVE,4.540384769439697
a cockeyed shot all the way .,1,negative,NEGATIVE,NEGATIVE,4.186159133911133
it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,0,very negative,VERY NEGATIVE,NEGATIVE,3.3667702674865723
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,0,very negative,VERY NEGATIVE,NEGATIVE,4.2481536865234375
final verdict : you 've seen it all before .,0,very negative,VERY NEGATIVE,NEGATIVE,4.286030292510986
the master of disguise is awful .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.492399215698242
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,4,very positive,VERY POSITIVE,VERY POSITIVE,3.60770845413208
there 's not one decent performance from the cast and not one clever line of dialogue .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.655146598815918
stay away .,0,very negative,VERY NEGATIVE,NEGATIVE,3.101057767868042
"the plot has a number of holes , and at times it 's simply baffling .",1,negative,NEGATIVE,VERY NEGATIVE,5.052486896514893
"an inexperienced director , mehta has much to learn .",1,negative,NEGATIVE,NEGATIVE,3.634547233581543
"not only does spider-man deliver , but i suspect it might deliver again and again .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.277742147445679
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",1,negative,NEGATIVE,VERY NEGATIVE,4.837588787078857
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,very negative,VERY NEGATIVE,NEGATIVE,5.462046384811401
contrived pastiche of caper clichés .,1,negative,NEGATIVE,NEGATIVE,4.519424676895142
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0,very negative,VERY NEGATIVE,NEGATIVE,5.190285682678223
"you end up simply admiring this bit or that , this performance or that .",2,neutral,NEUTRAL,POSITIVE,7.053905487060547
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,very negative,VERY NEGATIVE,NEGATIVE,5.247778415679932
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.894022226333618
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,2,neutral,NEUTRAL,NEUTRAL,6.00051736831665
"it 's a square , sentimental drama that satisfies , as comfort food often can .",3,positive,POSITIVE,POSITIVE,5.3979880809783936
"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.819186449050903
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,6.013364553451538
but the movie that does n't really deliver for country music fans or for family audiences,0,very negative,VERY NEGATIVE,NEGATIVE,6.045169830322266
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",4,very positive,VERY POSITIVE,VERY POSITIVE,5.180057048797607
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.763282775878906
warmed-over hash .,2,neutral,NEUTRAL,NEGATIVE,3.611863851547241
a flawed but engrossing thriller .,3,positive,POSITIVE,NEUTRAL,5.200552701950073
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",3,positive,POSITIVE,POSITIVE,5.613046407699585
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,3,positive,POSITIVE,POSITIVE,5.390483140945435
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",2,neutral,NEUTRAL,NEGATIVE,5.95790433883667
"it may not be history -- but then again , what if it is ?",2,neutral,NEUTRAL,NEUTRAL,5.675503730773926
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",3,positive,POSITIVE,NEUTRAL,6.828519582748413
"may be more genial than ingenious , but it gets the job done .",3,positive,POSITIVE,POSITIVE,3.9407153129577637
"bacon keeps things interesting , but do n't go out of your way to pay full price .",2,neutral,NEUTRAL,NEUTRAL,4.930288076400757
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",0,very negative,VERY NEGATIVE,NEGATIVE,4.9179747104644775
this is an interesting movie ! '',4,very positive,VERY POSITIVE,NEUTRAL,4.537661075592041
give credit to everyone from robinson down to the key grip that this bold move works .,4,very positive,VERY POSITIVE,POSITIVE,5.157092094421387
` opening up ' the play more has partly closed it down .,1,negative,NEGATIVE,NEUTRAL,5.073612451553345
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.336599111557007
takes a simple premise and carries it to unexpected heights .,4,very positive,VERY POSITIVE,POSITIVE,5.0376787185668945
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1,negative,NEGATIVE,NEGATIVE,4.79483437538147
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",3,positive,POSITIVE,POSITIVE,4.913684129714966
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,very negative,VERY NEGATIVE,NEGATIVE,4.21857476234436
i have to admit that i am baffled by jason x.,1,negative,NEGATIVE,NEGATIVE,4.376058340072632
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",4,very positive,VERY POSITIVE,POSITIVE,4.998064041137695
the movie is so thoughtlessly assembled .,3,positive,POSITIVE,NEGATIVE,4.395726680755615
the most anti-human big studio picture since 3000 miles to graceland .,2,neutral,NEUTRAL,VERY NEGATIVE,6.288910865783691
more good than great but freeman and judd make it work .,3,positive,POSITIVE,POSITIVE,5.3462138175964355
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,4,very positive,VERY POSITIVE,POSITIVE,4.6232826709747314
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,POSITIVE,4.410834074020386
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,POSITIVE,6.133953809738159
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.965584993362427
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,POSITIVE,5.260912656784058
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,6.421011209487915
... overly melodramatic ...,0,very negative,VERY NEGATIVE,NEGATIVE,3.3682444095611572
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.609890699386597
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.026278734207153
if only there were one for this kind of movie .,2,neutral,NEUTRAL,NEGATIVE,5.113234996795654
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.878820180892944
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,3.566037893295288
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,NEUTRAL,8.877662658691406
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,NEGATIVE,4.241172790527344
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,NEGATIVE,4.68163537979126
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,NEGATIVE,5.502295970916748
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,POSITIVE,5.6970319747924805
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,VERY POSITIVE,5.406108140945435
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEGATIVE,4.27143669128418
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,NEGATIVE,6.114469528198242
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,POSITIVE,4.427349805831909
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,5.889732122421265
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,NEGATIVE,5.041378974914551
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,VERY POSITIVE,5.233960866928101
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,VERY NEGATIVE,5.046281576156616
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,VERY POSITIVE,5.80457615852356
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,NEUTRAL,5.053265571594238
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,NEGATIVE,4.976227283477783
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.654839992523193
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,VERY NEGATIVE,4.585456132888794
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,NEGATIVE,5.379852056503296
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,POSITIVE,8.127028703689575
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,NEGATIVE,4.086536884307861
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,4.058554172515869
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,NEUTRAL,4.845472812652588
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,POSITIVE,4.151926040649414
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,NEGATIVE,7.3162078857421875
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,NEGATIVE,3.326828718185425
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,4.43044114112854
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,NEGATIVE,4.317777872085571
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,3.9037930965423584
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,POSITIVE,3.6855053901672363
cynics need not apply . ',2,neutral,NEUTRAL,NEGATIVE,3.7190120220184326
this is no `` waterboy ! '',1,negative,NEGATIVE,POSITIVE,3.4114606380462646
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.6856842041015625
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,VERY NEGATIVE,3.5532493591308594
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEGATIVE,4.568987131118774
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.974627494812012
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,NEGATIVE,4.1645588874816895
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.435489177703857
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,NEGATIVE,5.601254940032959
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,VERY POSITIVE,6.914964437484741
a lame comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,4.307327508926392
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,NEGATIVE,3.8828840255737305
earnest but heavy-handed .,2,neutral,NEUTRAL,NEGATIVE,3.984443426132202
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,6.063049077987671
but ` why ? ',2,neutral,NEUTRAL,NEGATIVE,4.162107229232788
now he makes them .,2,neutral,NEUTRAL,POSITIVE,4.5766661167144775
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,VERY POSITIVE,4.367728233337402
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,6.581619024276733
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,NEGATIVE,4.796054124832153
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.531837463378906
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,NEGATIVE,5.928972244262695
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,5.88668417930603
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,POSITIVE,5.228291988372803
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,NEGATIVE,3.6527531147003174
this is amusing for about three minutes .,2,neutral,NEUTRAL,NEGATIVE,4.174705505371094
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,POSITIVE,4.9051923751831055
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,4.316264867782593
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,VERY NEGATIVE,3.783531427383423
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,POSITIVE,6.399902820587158
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,POSITIVE,6.397435426712036
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,NEGATIVE,4.7242491245269775
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,VERY POSITIVE,5.354299783706665
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.810904264450073
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,NEGATIVE,5.023948431015015
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,3.29597806930542
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,5.513910531997681
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,NEGATIVE,4.810096263885498
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.309460401535034
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,NEGATIVE,4.466647624969482
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,POSITIVE,4.348914861679077
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,NEGATIVE,6.3801045417785645
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,NEGATIVE,5.905675172805786
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,POSITIVE,5.542459011077881
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,NEGATIVE,5.44196629524231
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,POSITIVE,6.975494861602783
"the movie is well done , but slow .",1,negative,NEGATIVE,NEUTRAL,4.829817771911621
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,4.9582679271698
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,POSITIVE,5.085603475570679
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,NEGATIVE,4.408249378204346
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,POSITIVE,3.1182849407196045
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,NEGATIVE,4.537889719009399
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,POSITIVE,4.11849308013916
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,6.065199375152588
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,POSITIVE,5.848381519317627
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,NEGATIVE,4.496658086776733
a portrait of an artist .,2,neutral,NEUTRAL,NEUTRAL,5.009689569473267
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,4.274904489517212
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,VERY POSITIVE,4.574124097824097
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,POSITIVE,4.862394094467163
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,VERY POSITIVE,4.867406606674194
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,NEUTRAL,4.46517014503479
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,NEGATIVE,5.672870397567749
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,POSITIVE,5.116520643234253
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,4.617889165878296
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.294987201690674
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEGATIVE,5.089698314666748
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,6.400449275970459
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,3.807023525238037
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,NEGATIVE,5.0058629512786865
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,4.581937551498413
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEGATIVE,4.778018474578857
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,5.905494451522827
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,NEGATIVE,4.880845546722412
"funny , though .",2,neutral,NEUTRAL,POSITIVE,4.422440052032471
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,5.481086254119873
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,3.7783899307250977
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,4.205509901046753
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,VERY POSITIVE,6.332744121551514
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,4.0547356605529785
otto-sallies has a real filmmaker 's eye .,3,positive,POSITIVE,POSITIVE,4.307682514190674
"as self-aware movies go , who is cletis tout ?",2,neutral,NEUTRAL,NEUTRAL,4.951802492141724
