review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
"once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .",2,neutral,NEUTRAL,NEGATIVE,0.6422314643859863
"they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .",1,negative,NEGATIVE,NEGATIVE,0.6392030715942383
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",3,positive,POSITIVE,POSITIVE,0.5355277061462402
"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .",4,very positive,VERY POSITIVE,POSITIVE,0.5412781238555908
i could n't recommend this film more .,3,positive,POSITIVE,VERY POSITIVE,0.4865989685058594
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.5838170051574707
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",1,negative,NEGATIVE,NEGATIVE,0.5643839836120605
and it 's a lousy one at that .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5018777847290039
leigh makes these lives count .,3,positive,POSITIVE,VERY POSITIVE,0.506209135055542
compellingly watchable .,4,very positive,VERY POSITIVE,POSITIVE,0.468156099319458
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5980861186981201
"many shallower movies these days seem too long , but this one is egregiously short .",2,neutral,NEUTRAL,NEGATIVE,0.51607346534729
most of the storylines feel like time fillers between surf shots .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5170533657073975
"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",3,positive,POSITIVE,NEUTRAL,0.5805354118347168
there 's no disguising this as one of the worst films of the summer .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5354452133178711
"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .",4,very positive,VERY POSITIVE,POSITIVE,0.5414535999298096
a cockeyed shot all the way .,1,negative,NEGATIVE,NEUTRAL,0.47825002670288086
it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5455255508422852
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5435171127319336
final verdict : you 've seen it all before .,0,very negative,VERY NEGATIVE,NEGATIVE,0.44518518447875977
the master of disguise is awful .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.48383522033691406
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,4,very positive,VERY POSITIVE,VERY POSITIVE,0.5905351638793945
there 's not one decent performance from the cast and not one clever line of dialogue .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5294287204742432
stay away .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4019439220428467
"the plot has a number of holes , and at times it 's simply baffling .",1,negative,NEGATIVE,NEGATIVE,0.5111703872680664
"an inexperienced director , mehta has much to learn .",1,negative,NEGATIVE,NEGATIVE,0.45297765731811523
"not only does spider-man deliver , but i suspect it might deliver again and again .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.5349836349487305
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",1,negative,NEGATIVE,VERY NEGATIVE,0.5864479541778564
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7476081848144531
contrived pastiche of caper clichés .,1,negative,NEGATIVE,NEGATIVE,0.4469161033630371
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5521893501281738
"you end up simply admiring this bit or that , this performance or that .",2,neutral,NEUTRAL,NEUTRAL,0.538923978805542
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5626730918884277
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",4,very positive,VERY POSITIVE,POSITIVE,0.6684398651123047
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,2,neutral,NEUTRAL,POSITIVE,0.7100849151611328
"it 's a square , sentimental drama that satisfies , as comfort food often can .",3,positive,POSITIVE,POSITIVE,0.5035529136657715
"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4,very positive,VERY POSITIVE,POSITIVE,0.616279125213623
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7412776947021484
but the movie that does n't really deliver for country music fans or for family audiences,0,very negative,VERY NEGATIVE,NEGATIVE,0.5065631866455078
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.5833587646484375
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5500330924987793
warmed-over hash .,2,neutral,NEUTRAL,NEGATIVE,0.45400142669677734
a flawed but engrossing thriller .,3,positive,POSITIVE,POSITIVE,0.4470558166503906
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",3,positive,POSITIVE,POSITIVE,0.5466213226318359
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,3,positive,POSITIVE,POSITIVE,0.5004837512969971
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",2,neutral,NEUTRAL,NEUTRAL,0.689436674118042
"it may not be history -- but then again , what if it is ?",2,neutral,NEUTRAL,NEUTRAL,0.5370934009552002
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",3,positive,POSITIVE,POSITIVE,0.60331130027771
"may be more genial than ingenious , but it gets the job done .",3,positive,POSITIVE,POSITIVE,0.5013022422790527
"bacon keeps things interesting , but do n't go out of your way to pay full price .",2,neutral,NEUTRAL,POSITIVE,0.551135778427124
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6843981742858887
this is an interesting movie ! '',4,very positive,VERY POSITIVE,NEUTRAL,0.5141441822052002
give credit to everyone from robinson down to the key grip that this bold move works .,4,very positive,VERY POSITIVE,POSITIVE,0.5172815322875977
` opening up ' the play more has partly closed it down .,1,negative,NEGATIVE,NEUTRAL,0.5690510272979736
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5841717720031738
takes a simple premise and carries it to unexpected heights .,4,very positive,VERY POSITIVE,POSITIVE,0.48560166358947754
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1,negative,NEGATIVE,NEGATIVE,0.7972168922424316
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",3,positive,POSITIVE,POSITIVE,0.6215102672576904
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,very negative,VERY NEGATIVE,NEGATIVE,0.5679256916046143
i have to admit that i am baffled by jason x.,1,negative,NEGATIVE,NEUTRAL,0.5401730537414551
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",4,very positive,VERY POSITIVE,POSITIVE,0.6153638362884521
the movie is so thoughtlessly assembled .,3,positive,POSITIVE,NEGATIVE,0.510765790939331
the most anti-human big studio picture since 3000 miles to graceland .,2,neutral,NEUTRAL,VERY NEGATIVE,0.5558178424835205
more good than great but freeman and judd make it work .,3,positive,POSITIVE,POSITIVE,0.5251908302307129
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,4,very positive,VERY POSITIVE,POSITIVE,0.6133792400360107
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,POSITIVE,0.6650402545928955
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,POSITIVE,0.7736630439758301
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.607454776763916
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,POSITIVE,0.6083223819732666
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6646120548248291
... overly melodramatic ...,0,very negative,VERY NEGATIVE,NEGATIVE,0.46334171295166016
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6058356761932373
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,NEUTRAL,0.7066640853881836
if only there were one for this kind of movie .,2,neutral,NEUTRAL,NEGATIVE,0.47533392906188965
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6484367847442627
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,0.47800278663635254
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,NEUTRAL,0.5603535175323486
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,POSITIVE,0.5697963237762451
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6516497135162354
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,NEGATIVE,0.5587916374206543
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,POSITIVE,0.5089681148529053
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,POSITIVE,0.518303632736206
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEGATIVE,0.5296766757965088
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,NEGATIVE,0.7810723781585693
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,POSITIVE,0.6146910190582275
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,0.6661489009857178
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,NEUTRAL,0.6491227149963379
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,VERY POSITIVE,0.56083083152771
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,VERY POSITIVE,0.6087071895599365
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,VERY POSITIVE,0.5480861663818359
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,NEUTRAL,0.6587216854095459
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,NEGATIVE,0.5806796550750732
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5182168483734131
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,POSITIVE,0.7690155506134033
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,NEUTRAL,0.6245794296264648
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,NEUTRAL,0.560922384262085
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,NEGATIVE,0.5696172714233398
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,0.46557116508483887
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,NEUTRAL,0.50180983543396
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,POSITIVE,0.5580809116363525
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,POSITIVE,0.5625128746032715
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,NEGATIVE,0.510340690612793
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,0.5036065578460693
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.533362865447998
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,0.4735867977142334
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,POSITIVE,0.5719320774078369
cynics need not apply . ',2,neutral,NEUTRAL,NEGATIVE,0.4624810218811035
this is no `` waterboy ! '',1,negative,NEGATIVE,VERY POSITIVE,0.4997987747192383
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6056652069091797
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,NEGATIVE,0.47318267822265625
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5084438323974609
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7026252746582031
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,NEGATIVE,0.5191333293914795
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,NEUTRAL,0.7328450679779053
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,POSITIVE,0.6120305061340332
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,POSITIVE,0.6196329593658447
a lame comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,0.4153473377227783
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,NEUTRAL,0.5642344951629639
earnest but heavy-handed .,2,neutral,NEUTRAL,NEGATIVE,0.47708868980407715
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,0.6221458911895752
but ` why ? ',2,neutral,NEUTRAL,NEUTRAL,0.5057463645935059
now he makes them .,2,neutral,NEUTRAL,POSITIVE,0.4688427448272705
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.5523746013641357
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5510294437408447
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,NEGATIVE,0.5821905136108398
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,NEGATIVE,0.51065993309021
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.680018424987793
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,0.625255823135376
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,POSITIVE,0.7783069610595703
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5076916217803955
this is amusing for about three minutes .,2,neutral,NEUTRAL,POSITIVE,0.4652993679046631
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,POSITIVE,0.6190316677093506
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.498579740524292
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,VERY NEGATIVE,0.6109802722930908
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,POSITIVE,0.7012186050415039
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,POSITIVE,0.5459229946136475
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,NEGATIVE,0.49131131172180176
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.604353666305542
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6150436401367188
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,NEGATIVE,0.5731019973754883
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5023171901702881
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,0.6773614883422852
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,NEGATIVE,0.5309407711029053
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,NEGATIVE,0.670947790145874
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,NEGATIVE,0.511052131652832
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6042568683624268
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,NEUTRAL,0.7011401653289795
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,NEUTRAL,0.6801176071166992
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,POSITIVE,0.6754276752471924
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,NEUTRAL,0.6547396183013916
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,NEUTRAL,0.5980768203735352
"the movie is well done , but slow .",1,negative,NEGATIVE,POSITIVE,0.4593667984008789
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,0.47335243225097656
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,POSITIVE,0.6603341102600098
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,NEGATIVE,0.5151402950286865
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,POSITIVE,0.46608686447143555
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,NEGATIVE,0.5595595836639404
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,POSITIVE,0.47113990783691406
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,0.5238585472106934
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,POSITIVE,0.5650923252105713
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,NEGATIVE,0.7593827247619629
a portrait of an artist .,2,neutral,NEUTRAL,NEUTRAL,0.5058410167694092
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,0.5863101482391357
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,POSITIVE,0.6166536808013916
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,POSITIVE,0.6655926704406738
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6275715827941895
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,NEUTRAL,0.6499063968658447
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,NEGATIVE,0.5726466178894043
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,POSITIVE,0.6929786205291748
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,0.6576581001281738
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5699574947357178
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEGATIVE,0.5815794467926025
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,0.5849075317382812
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,0.5232448577880859
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,NEGATIVE,0.5333242416381836
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,0.5563983917236328
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEGATIVE,0.4754350185394287
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,0.6184146404266357
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,NEGATIVE,0.6219372749328613
"funny , though .",2,neutral,NEUTRAL,POSITIVE,0.5039432048797607
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.5051498413085938
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.5859551429748535
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,0.58935546875
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,POSITIVE,0.6107974052429199
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,0.5294992923736572
