review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",3,positive,POSITIVE,POSITIVE,9.640700817108154
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",3,positive,POSITIVE,VERY POSITIVE,10.295288324356079
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4,very positive,VERY POSITIVE,VERY POSITIVE,9.572712421417236
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",3,positive,POSITIVE,POSITIVE,9.836094379425049
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0,very negative,VERY NEGATIVE,NEGATIVE,9.88069224357605
... overly melodramatic ...,0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.476003646850586
"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",4,very positive,VERY POSITIVE,VERY POSITIVE,9.9733567237854
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0,very negative,VERY NEGATIVE,NEGATIVE,10.512295484542847
if only there were one for this kind of movie .,2,neutral,NEUTRAL,NEGATIVE,9.526047706604004
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4,very positive,VERY POSITIVE,POSITIVE,9.50436282157898
as pedestrian as they come .,0,very negative,VERY NEGATIVE,NEGATIVE,9.419307947158813
a metaphor for a modern-day urban china searching for its identity .,3,positive,POSITIVE,POSITIVE,9.566524744033813
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,3,positive,POSITIVE,POSITIVE,10.121622800827026
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,10.039755582809448
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films .,3,positive,POSITIVE,VERY NEGATIVE,11.042842149734497
"unofficially , national lampoon 's van wilder is son of animal house .",2,neutral,NEUTRAL,POSITIVE,9.246260166168213
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,3,positive,POSITIVE,VERY POSITIVE,11.3233003616333
"you can taste it , but there 's no fizz .",1,negative,NEGATIVE,NEGATIVE,10.267034769058228
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1,negative,NEGATIVE,POSITIVE,11.041438341140747
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",4,very positive,VERY POSITIVE,VERY POSITIVE,10.923529624938965
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",3,positive,POSITIVE,POSITIVE,10.606174945831299
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.911618947982788
"finely crafted , finely written , exquisitely performed",4,very positive,VERY POSITIVE,VERY POSITIVE,9.89470100402832
i ca n't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .,2,neutral,NEUTRAL,VERY NEGATIVE,10.10839319229126
count on his movie to work at the back of your neck long after you leave the theater .,2,neutral,NEUTRAL,POSITIVE,10.108991146087646
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",2,neutral,NEUTRAL,POSITIVE,10.527745723724365
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",1,negative,NEGATIVE,VERY NEGATIVE,9.948425769805908
not even felinni would know what to make of this italian freakshow .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,10.380871057510376
greengrass -lrb- working from don mullan 's script -rrb- forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2,neutral,NEUTRAL,NEGATIVE,10.446250915527344
that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1,negative,NEGATIVE,POSITIVE,9.804856300354004
poignant if familiar story of a young person suspended between two cultures .,3,positive,POSITIVE,POSITIVE,10.14013147354126
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events .",1,negative,NEGATIVE,VERY NEGATIVE,10.306230783462524
it 's just a little too self-satisfied .,2,neutral,NEUTRAL,NEGATIVE,9.682612895965576
it 's been 20 years since 48 hrs .,2,neutral,NEUTRAL,POSITIVE,9.691095352172852
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,4,very positive,VERY POSITIVE,POSITIVE,10.521666288375854
one of -lrb- jaglom 's -rrb- better efforts -- a wry and sometime bitter movie about love .,2,neutral,NEUTRAL,VERY NEGATIVE,9.718399047851562
"this bond film goes off the beaten path , not necessarily for the better .",1,negative,NEGATIVE,POSITIVE,9.094299793243408
"like its parade of predecessors , this halloween is a gory slash-fest .",3,positive,POSITIVE,NEGATIVE,9.18418550491333
like a can of 2-day old coke .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,8.461639404296875
gooding offers a desperately ingratiating performance .,1,negative,NEGATIVE,NEGATIVE,9.809405326843262
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,very positive,VERY POSITIVE,POSITIVE,9.975028038024902
cynics need not apply . ',2,neutral,NEUTRAL,VERY NEGATIVE,10.157315731048584
this is no `` waterboy ! '',1,negative,NEGATIVE,VERY NEGATIVE,8.375394821166992
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.735902309417725
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1,negative,NEGATIVE,VERY NEGATIVE,10.004245042800903
"offers no new insight on the matter , nor do its characters exactly spring to life .",0,very negative,VERY NEGATIVE,NEGATIVE,9.940017938613892
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0,very negative,VERY NEGATIVE,VERY NEGATIVE,10.206588745117188
"but when it does , you 're entirely unprepared .",2,neutral,NEUTRAL,NEGATIVE,9.49589204788208
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.920100212097168
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible .",2,neutral,NEUTRAL,NEGATIVE,10.204397201538086
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,4,very positive,VERY POSITIVE,VERY POSITIVE,10.319815874099731
a lame comedy .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,7.798178434371948
new yorkers always seem to find the oddest places to dwell ...,2,neutral,NEUTRAL,VERY NEGATIVE,9.598150730133057
earnest but heavy-handed .,2,neutral,NEUTRAL,POSITIVE,9.966429471969604
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0,very negative,VERY NEGATIVE,NEGATIVE,9.81702733039856
but ` why ? ',2,neutral,NEUTRAL,NEGATIVE,9.684955835342407
now he makes them .,2,neutral,NEUTRAL,POSITIVE,9.955265045166016
my little eye is the best little `` horror '' movie i 've seen in years .,4,very positive,VERY POSITIVE,POSITIVE,9.82342004776001
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,very negative,VERY NEGATIVE,NEGATIVE,10.213226318359375
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,1,negative,NEGATIVE,NEGATIVE,9.657530546188354
... a weak and ineffective ghost story without a conclusion or pay off .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.557685852050781
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .",0,very negative,VERY NEGATIVE,UNKNOWN,9.928420305252075
"if you like quirky , odd movies and\/or the ironic , here 's a fun one .",4,very positive,VERY POSITIVE,POSITIVE,10.055089712142944
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3,positive,POSITIVE,NEGATIVE,9.840776681900024
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,very negative,VERY NEGATIVE,POSITIVE,9.843366861343384
this is amusing for about three minutes .,2,neutral,NEUTRAL,POSITIVE,8.898175477981567
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,very positive,VERY POSITIVE,POSITIVE,9.654277086257935
the movie is a desperate miscalculation .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,8.375655889511108
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,1,negative,NEGATIVE,VERY NEGATIVE,9.8929123878479
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",3,positive,POSITIVE,POSITIVE,10.023040533065796
one of the year 's most weirdly engaging and unpredictable character pieces .,4,very positive,VERY POSITIVE,POSITIVE,9.846070289611816
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.778105735778809
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,4,very positive,VERY POSITIVE,VERY POSITIVE,7.832961320877075
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",4,very positive,VERY POSITIVE,VERY POSITIVE,10.014334678649902
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0,very negative,VERY NEGATIVE,POSITIVE,9.623481273651123
this pathetic junk is barely an hour long .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.233415603637695
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",4,very positive,VERY POSITIVE,POSITIVE,9.873268604278564
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",1,negative,NEGATIVE,POSITIVE,9.670461416244507
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.765062093734741
the modern-day characters are nowhere near as vivid as the 19th-century ones .,1,negative,NEGATIVE,POSITIVE,10.370992422103882
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4,very positive,VERY POSITIVE,VERY POSITIVE,9.464200973510742
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",1,negative,NEGATIVE,POSITIVE,9.814139604568481
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,1,negative,NEGATIVE,POSITIVE,9.647048711776733
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",1,negative,NEGATIVE,POSITIVE,9.871938228607178
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,positive,POSITIVE,POSITIVE,10.493100881576538
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''",1,negative,NEGATIVE,POSITIVE,9.742139101028442
"the movie is well done , but slow .",1,negative,NEGATIVE,POSITIVE,9.959714412689209
smaller numbered kidlets will enjoy .,3,positive,POSITIVE,POSITIVE,10.431430339813232
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,positive,POSITIVE,POSITIVE,9.98120403289795
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,1,negative,NEGATIVE,NEGATIVE,9.53091025352478
"a slick , engrossing melodrama .",4,very positive,VERY POSITIVE,POSITIVE,9.826106548309326
"` men in black ii creates a new threat for the mib , but recycles the same premise .",2,neutral,NEUTRAL,NEGATIVE,10.056215763092041
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,VERY POSITIVE,9.181535482406616
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,NEGATIVE,9.699222564697266
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,POSITIVE,9.818082809448242
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.818454027175903
a portrait of an artist .,2,neutral,NEUTRAL,NEUTRAL,8.190010786056519
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,9.567786931991577
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,POSITIVE,10.197875499725342
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,VERY POSITIVE,9.678531646728516
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,POSITIVE,9.633988857269287
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,NEUTRAL,9.747182369232178
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,POSITIVE,9.840676069259644
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,POSITIVE,10.111684799194336
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,9.592043161392212
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.89707350730896
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,NEGATIVE,9.672864437103271
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,POSITIVE,10.398335695266724
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,POSITIVE,8.571799755096436
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,9.753999710083008
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,POSITIVE,9.682316541671753
i also believe that resident evil is not it .,1,negative,NEGATIVE,POSITIVE,9.440338611602783
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,9.716707468032837
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,VERY NEGATIVE,10.069656610488892
"funny , though .",2,neutral,NEUTRAL,POSITIVE,10.011248588562012
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,NEGATIVE,9.998674154281616
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,8.988958358764648
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,9.994290113449097
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,VERY POSITIVE,9.764159917831421
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,9.919814109802246
otto-sallies has a real filmmaker 's eye .,3,positive,POSITIVE,POSITIVE,9.573073387145996
"as self-aware movies go , who is cletis tout ?",2,neutral,NEUTRAL,POSITIVE,9.802455425262451
